"customerkey","geographykey","name","birthdate","gender","occupation","commutedistance","city","state","country","postalcode"
11255,612,"Colin Lin","1938-10-02","M","Management","5-10 Miles","Burien","Washington","United States","98168"
11256,626,"Katelyn Hernandez","1939-03-20","F","Management","5-10 Miles","Lynnwood","Washington","United States","98036"
11257,345,"Jacqueline Powell","1938-07-06","F","Management","2-5 Miles","Newport Beach","California","United States","92625"
11258,352,"Xavier Hill","1938-12-26","M","Management","2-5 Miles","Palo Alto","California","United States","94303"
11259,548,"Victoria Stewart","1970-09-24","F","Professional","2-5 Miles","Salem","Oregon","United States","97301"
11260,302,"Katelyn Kelly","1976-04-08","F","Management","2-5 Miles","Burlingame","California","United States","94010"
11261,359,"Stephanie Collins","1970-10-22","F","Management","0-1 Miles","San Diego","California","United States","92102"
11262,60,"Jennifer Simmons","1975-05-01","F","Management","0-1 Miles","Port Hammond","British Columbia","Canada","V6B 3P7"
11263,612,"Trinity Richardson","1970-03-11","F","Professional","2-5 Miles","Burien","Washington","United States","98168"
11264,618,"Eduardo Martin","1969-12-15","M","Professional","0-1 Miles","Issaquah","Washington","United States","98027"
11265,623,"Elizabeth Jones","1970-01-10","F","Professional","0-1 Miles","Kirkland","Washington","United States","98033"
11266,632,"Taylor Howard","1969-11-02","F","Professional","5-10 Miles","Port Orchard","Washington","United States","98366"
11267,302,"David Diaz","1975-09-29","M","Professional","2-5 Miles","Burlingame","California","United States","94010"
11268,312,"Katelyn Carter","1969-10-31","F","Management","1-2 Miles","Coronado","California","United States","92118"
11269,314,"Ryan Foster","1975-10-10","M","Management","0-1 Miles","Daly City","California","United States","94015"
11270,334,"Robert Lee","1975-05-01","M","Management","0-1 Miles","Lakewood","California","United States","90712"
11271,360,"Danielle Reed","1969-12-03","F","Management","1-2 Miles","San Francisco","California","United States","94109"
11272,300,"Lauren Martinez","1962-05-10","F","Professional","5-10 Miles","Beverly Hills","California","United States","90210"
11273,331,"Nathan Lal","1962-03-31","M","Professional","10+ Miles","La Jolla","California","United States","92806"
11274,609,"Kyle Foster","1939-10-10","M","Management","5-10 Miles","Bellingham","Washington","United States","98225"
11275,310,"Jenny Rai","1939-07-18","F","Management","0-1 Miles","Colma","California","United States","94014"
11276,49,"Nancy Chapman","1974-09-15","F","Professional","2-5 Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
11277,62,"Charles Jackson","1968-12-07","M","Professional","0-1 Miles","Royal Oak","British Columbia","Canada","V8X"
11278,614,"Jonathan Phillips","1969-02-16","M","Professional","10+ Miles","Edmonds","Washington","United States","98020"
11279,616,"Amanda Cook","1974-09-08","F","Professional","10+ Miles","Everett","Washington","United States","98201"
11280,626,"Robert Collins","1969-02-17","M","Professional","10+ Miles","Lynnwood","Washington","United States","98036"
11281,301,"Megan Barnes","1974-10-06","F","Management","5-10 Miles","Burbank","California","United States","91502"
11282,612,"Christian Thomas","1967-07-16","M","Professional","1-2 Miles","Burien","Washington","United States","98168"
11283,299,"Arturo Lal","1968-04-24","M","Management","1-2 Miles","Berkeley","California","United States","94704"
11284,307,"Theresa Serrano","1967-09-24","F","Management","1-2 Miles","Chula Vista","California","United States","91910"
11285,322,"Jeremy Anderson","1973-03-15","M","Professional","2-5 Miles","Fremont","California","United States","94536"
11286,374,"Hunter Griffin","1967-08-31","M","Management","2-5 Miles","Torrance","California","United States","90505"
11287,49,"Henry Garcia","1966-07-16","M","Professional","5-10 Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
11288,301,"Cindy Sanchez","1978-03-12","F","Management","2-5 Miles","Burbank","California","United States","91502"
11289,315,"Maria Carter","1972-03-03","F","Management","0-1 Miles","Downey","California","United States","90241"
11290,334,"Katelyn Sanchez","1972-08-14","F","Management","2-5 Miles","Lakewood","California","United States","90712"
11291,335,"Jenna Wright","1972-05-01","F","Management","2-5 Miles","Lemon Grove","California","United States","91945"
11292,361,"Seth Phillips","1967-05-05","M","Professional","0-1 Miles","San Gabriel","California","United States","91776"
11293,632,"Luke Long","1960-11-23","M","Professional","1-2 Miles","Port Orchard","Washington","United States","98366"
11294,618,"Dalton Clark","1961-03-02","M","Professional","1-2 Miles","Issaquah","Washington","United States","98027"
11295,311,"Taylor Lewis","1959-11-13","F","Skilled Manual","5-10 Miles","Concord","California","United States","94519"
11296,616,"Haley Richardson","1941-04-05","F","Management","5-10 Miles","Everett","Washington","United States","98201"
11297,301,"Noah Coleman","1940-08-01","M","Management","5-10 Miles","Burbank","California","United States","91502"
11298,307,"Jon Luo","1940-08-30","M","Management","1-2 Miles","Chula Vista","California","United States","91910"
11299,301,"Orlando Vazquez","1941-09-29","M","Management","1-2 Miles","Burbank","California","United States","91502"
11300,54,"Fernando Barnes","1965-08-31","M","Professional","1-2 Miles","N. Vancouver","British Columbia","Canada","V7L 4J4"
11301,607,"Cameron Rodriguez","1965-12-07","M","Professional","5-10 Miles","Ballard","Washington","United States","98107"
11302,539,"Spencer Russell","1971-12-09","M","Professional","1-2 Miles","Corvallis","Oregon","United States","97330"
11303,614,"Julia Coleman","1966-04-10","F","Professional","1-2 Miles","Edmonds","Washington","United States","98020"
11304,547,"Julia Garcia","1971-03-14","F","Professional","5-10 Miles","Portland","Oregon","United States","97205"
11305,307,"Sean Evans","1965-12-17","M","Professional","2-5 Miles","Chula Vista","California","United States","91910"
11306,312,"Micah Zhou","1965-12-20","M","Professional","2-5 Miles","Coronado","California","United States","92118"
11307,314,"Hunter Rodriguez","1965-10-31","M","Skilled Manual","5-10 Miles","Daly City","California","United States","94015"
11308,546,"Ian Gonzales","1959-09-02","M","Professional","1-2 Miles","Oregon City","Oregon","United States","97045"
11309,536,"Victoria Lewis","1959-12-10","F","Professional","5-10 Miles","Beaverton","Oregon","United States","97005"
11310,360,"Erin Sanders","1964-07-05","F","Management","5-10 Miles","San Francisco","California","United States","94109"
11311,626,"Gabrielle Lopez","1959-02-21","F","Management","1-2 Miles","Lynnwood","Washington","United States","98036"
11312,626,"Sara Richardson","1958-10-01","F","Management","5-10 Miles","Lynnwood","Washington","United States","98036"
11313,632,"Trevor Jenkins","1958-08-27","M","Management","5-10 Miles","Port Orchard","Washington","United States","98366"
11314,618,"Mya Flores","1970-06-16","F","Management","1-2 Miles","Issaquah","Washington","United States","98027"
11315,632,"Hailey Ward","1959-03-31","F","Management","1-2 Miles","Port Orchard","Washington","United States","98366"
11316,51,"Luke Allen","1959-05-17","M","Management","5-10 Miles","Langford","British Columbia","Canada","V9"
11317,548,"Victoria Russell","1963-09-14","F","Professional","5-10 Miles","Salem","Oregon","United States","97301"
11318,614,"Jessica Wilson","1958-04-25","F","Professional","1-2 Miles","Edmonds","Washington","United States","98020"
11319,348,"Jade Bailey","1948-04-23","F","Management","1-2 Miles","Oakland","California","United States","94611"
11320,325,"Morgan Hill","1942-12-24","F","Management","5-10 Miles","Glendale","California","United States","91203"
11321,612,"Terrance Raman","1944-01-05","M","Management","5-10 Miles","Burien","Washington","United States","98168"
11322,611,"Sydney Garcia","1943-09-12","F","Management","5-10 Miles","Bremerton","Washington","United States","98312"
11323,314,"Jose Patterson","1943-12-18","M","Management","5-10 Miles","Daly City","California","United States","94015"
11324,325,"Zachary Anderson","1944-11-10","M","Management","1-2 Miles","Glendale","California","United States","91203"
11325,637,"Elijah Ross","1944-12-29","M","Management","5-10 Miles","Seattle","Washington","United States","98104"
11326,300,"Rafael Xie","1944-12-23","M","Management","0-1 Miles","Beverly Hills","California","United States","90210"
11327,301,"Jaime Moreno","1945-09-01","M","Management","5-10 Miles","Burbank","California","United States","91502"
11328,55,"Julian Griffin","1945-06-30","M","Management","5-10 Miles","Newton","British Columbia","Canada","V2L3W8"
11329,311,"Andy Alvarez","1946-01-22","M","Management","5-10 Miles","Concord","California","United States","94519"
11330,59,"Ryan Thompson","1945-11-10","M","Management","2-5 Miles","Oak Bay","British Columbia","Canada","V8P"
11331,63,"Samantha Jenkins","1974-01-03","F","Skilled Manual","1-2 Miles","Shawnee","British Columbia","Canada","V8Z 4N5"
11332,153,"Deanna Ramos","1968-04-02","F","Manual","0-1 Miles","Berlin","Nordrhein-Westfalen","Germany","14197"
11333,261,"Emily Miller","1968-01-07","F","Clerical","0-1 Miles","Newcastle upon Tyne","England","United Kingdom","NT20"
11334,269,"Nicole Brown","1966-09-19","F","Manual","0-1 Miles","Stoke-on-Trent","England","United Kingdom","AS23"
11335,120,"Carla Raman","1977-12-18","F","Manual","0-1 Miles","Hof","Bayern","Germany","95010"
11336,204,"Shaun Raji","1973-03-08","M","Clerical","0-1 Miles","Paris","Seine (Paris)","France","75019"
11337,273,"Jerome Romero","1967-03-21","M","Manual","0-1 Miles","Watford","England","United Kingdom","WA3"
11338,154,"Frank Navarro","1972-08-06","M","Clerical","0-1 Miles","Bonn","Nordrhein-Westfalen","Germany","53131"
11339,202,"Dennis She","1967-01-05","M","Clerical","0-1 Miles","Paris","Seine (Paris)","France","75016"
11340,192,"Melody Munoz","1947-04-03","F","Clerical","0-1 Miles","Paris","Seine (Paris)","France","75002"
11341,236,"Randy Zeng","1942-02-18","M","Clerical","0-1 Miles","Cheltenham","England","United Kingdom","GL50"
11342,191,"Marshall Wang","1973-03-07","M","Clerical","0-1 Miles","Boulogne-sur-Mer","Pas de Calais","France","62200"
11343,264,"Arthur Carlson","1975-03-09","M","Manual","0-1 Miles","Oxon","England","United Kingdom","OX16 8RS"
11344,262,"Jessie Jimenez","1963-01-21","F","Manual","0-1 Miles","Oxford","England","United Kingdom","OX1"
11345,224,"Robin Ramos","1962-09-09","F","Manual","0-1 Miles","Tremblay-en-France","Seine Saint Denis","France","93290"
11346,196,"Deanna Gutierrez","1966-05-18","F","Manual","0-1 Miles","Paris","Seine (Paris)","France","75007"
11347,156,"Roy Navarro","1972-06-17","M","Manual","0-1 Miles","Braunschweig","Nordrhein-Westfalen","Germany","38001"
11348,151,"Shawn Rai","1961-03-21","M","Manual","0-1 Miles","Paderborn","Hamburg","Germany","33041"
11349,134,"Mindy Luo","1965-08-30","F","Manual","2-5 Miles","München","Hessen","Germany","80074"
11350,265,"Cara Zhou","1942-07-14","F","Clerical","0-1 Miles","Peterborough","England","United Kingdom","PB12"
11351,253,"Anne Ramos","1950-04-02","F","Clerical","0-1 Miles","London","England","United Kingdom","W10 6BL"
11352,222,"Raymond Rodriguez","1945-09-04","M","Manual","0-1 Miles","Pantin","Seine Saint Denis","France","93500"
11353,271,"Carrie Ortega","1946-12-09","F","Clerical","0-1 Miles","Warrington","England","United Kingdom","WA1"
11354,119,"Deanna Suarez","1947-08-23","F","Manual","0-1 Miles","Grevenbroich","Bayern","Germany","41485"
11355,275,"Roberto Gutierrez","1948-06-26","M","Clerical","0-1 Miles","Wokingham","England","United Kingdom","RG41 1QW"
11356,6,"Terrence Carson","1985-11-24","M","Manual","2-5 Miles","Lavender Bay","New South Wales","Australia","2060"
11357,21,"Ramon Ye","1984-09-19","M","Manual","2-5 Miles","Caloundra","Queensland","Australia","4551"
11358,2,"Cynthia Malhotra","1984-05-10","F","Manual","0-1 Miles","Coffs Harbour","New South Wales","Australia","2450"
11359,7,"Jarrod Prasad","1984-03-03","M","Manual","0-1 Miles","Malabar","New South Wales","Australia","2036"
11360,26,"Tyrone Serrano","1984-01-30","M","Manual","2-5 Miles","Rockhampton","Queensland","Australia","4700"
11361,10,"Cindy Ramos","1982-10-26","F","Manual","0-1 Miles","Newcastle","New South Wales","Australia","2300"
11362,33,"Damien Shan","1983-05-11","M","Manual","0-1 Miles","Cranbourne","Victoria","Australia","3977"
11363,35,"Julian Ross","1983-04-19","M","Manual","0-1 Miles","Melbourne","Victoria","Australia","3000"
11364,34,"Jennifer Collins","1985-03-22","F","Manual","2-5 Miles","Geelong","Victoria","Australia","3220"
11365,29,"Brittney Sun","1984-12-06","F","Manual","1-2 Miles","Findon","South Australia","Australia","5023"
11366,37,"Virginia Patel","1985-04-23","F","Clerical","0-1 Miles","Seaford","Victoria","Australia","3198"
11367,12,"Calvin Nara","1984-08-21","M","Clerical","0-1 Miles","North Sydney","New South Wales","Australia","2055"
11368,26,"Edward Miller","1984-05-24","M","Manual","1-2 Miles","Rockhampton","Queensland","Australia","4700"
11369,29,"Ashlee Tang","1984-02-01","F","Clerical","0-1 Miles","Findon","South Australia","Australia","5023"
11370,38,"Alicia Xu","1983-09-29","F","Clerical","0-1 Miles","South Melbourne","Victoria","Australia","3205"
11371,26,"Lacey Jai","1983-11-24","F","Clerical","0-1 Miles","Rockhampton","Queensland","Australia","4700"
11372,20,"Wendy Romero","1983-11-12","F","Clerical","0-1 Miles","Brisbane","Queensland","Australia","4000"
11373,135,"Carly Luo","1954-09-16","F","Clerical","0-1 Miles","Salzgitter","Hessen","Germany","38231"
11374,162,"Jimmy Ortega","1948-12-25","M","Clerical","0-1 Miles","Werne","Nordrhein-Westfalen","Germany","59368"
11375,240,"Francisco Martinez","1948-11-05","M","Clerical","0-1 Miles","High Wycombe","England","United Kingdom","HP10 9QY"
11376,268,"Lance Vazquez","1948-12-07","M","Clerical","0-1 Miles","Liverpool","England","United Kingdom","L4 4HB"
11377,161,"David Robinett","1966-08-23","M","Clerical","0-1 Miles","Solingen","Nordrhein-Westfalen","Germany","42651"
11378,184,"Shannon Liang","1965-11-19","F","Manual","2-5 Miles","Metz","Moselle","France","57000"
11379,214,"Gary Vazquez","1976-05-13","M","Manual","2-5 Miles","Boulogne-Billancourt","Hauts de Seine","France","92100"
11380,175,"Mitchell Kumar","1964-08-29","M","Manual","1-2 Miles","Saarlouis","Saarland","Germany","66740"
11381,249,"Meredith Raman","1970-08-18","F","Manual","2-5 Miles","London","England","United Kingdom","SW1P 2NU"
11382,189,"Edward Patterson","1974-07-15","M","Manual","2-5 Miles","Roubaix","Nord","France","59100"
11383,206,"Marie Gill","1966-02-25","F","Clerical","0-1 Miles","Roissy en Brie","Seine et Marne","France","77680"
11384,211,"Tiffany Wang","1971-10-13","F","Clerical","0-1 Miles","Les Ulis","Essonne","France","91940"
